iso_country,sum_di,domestic,international,domestic_ratio,sum_dn,day,night,day_ratio,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,min_month_flights_origin,max_month_flights_origin,min_month_flights_destination,max_month_flights_destination,long,medium,short,long_ratio,short_ratio,latitude_deg,longitude_deg,elevation_m,STATION,LATITUDE,LONGITUDE,ELEVATION,airport_station_distance,AVG_TEMP,AVG_VISIB,AVG_WDSP,AVG_MAX,AVG_MIN,AVG_PRCP
IS,14248,1096,13152,7.402085615281635,18641,13589,5052,7.904588736737764,2832,3349,2785,616,1052,1260,1605,1064,938,1105,921,1114,299,1696,305,1701,890,12230,1128,0.124324346730336,7.417544396287075,1222.1678671095926,-408.4488696328316,937.8696000000001,77487316183,1221.5380003,-408.3033914,1285.21,384.77046274339557,80.28057923322972,154.19022012005496,228.16276424594076,129.70180381656166,29.088308228684024,0.0
IT,412361,184946,227415,91.34862297225541,527480,376657,150823,100.42954714286469,79356,80135,31062,8480,12951,24242,52441,66253,57963,52392,33059,29146,3540,45741,3955,52192,9804,59285,343272,0.3761549914255331,115.30621840565126,5316.865316827507,1445.55072807413,15453.9696,1953239833991,5316.546053100003,1443.8655394999996,19684.220000000005,1255.9672682579699,1966.2341449568937,1020.4095481563169,642.374315838501,2513.4105013099165,1334.6887999958974,170.49765667798215
JE,5709,408,5301,0.07146610614818699,5919,5107,812,0.862814664639297,311,267,199,43,172,309,671,1050,988,841,537,531,21,519,22,531,22,97,5590,0.003853564547206,0.979155719040112,49.2079010009766,-2.1955099105835,84.4296,3895099999,49.207947,-2.1955080000000002,84.42,0.005116747903712,12.5728597449909,10.174672131147501,11.754371584699399,15.462052216150598,9.56724347298118,3.00271866295264
JO,173,6,167,1.0,345,167,178,2.151608054222887,101,20,1,0,1,8,0,0,64,65,62,23,0,4,0,138,9,99,65,0.056962025316456,2.508438818565401,160.2377021281842,181.53819671022973,3599.6879999999996,201337499995,160.18506200000002,181.38491599999998,3646.9100000000003,15.60712823796471,95.7142328710057,33.77939691920294,29.06779210865778,129.3749645915313,63.99021500544891,2.9930489975503622
JP,233069,173012,60057,58.24456980475881,495555,353664,141891,56.95131122542481,61503,55067,45674,23380,14401,23433,38365,48723,36524,41294,49439,57752,5071,36578,6094,44923,25083,25560,182426,4.21318164998653,59.88968673318321,2626.8755745789713,9976.26736126001,4384.852799999999,3481917160925,2626.3381492,9976.2051907,4739.81,264.02227529348534,1145.0464406234257,802.5175280182259,514.4752961389572,1392.545128869399,875.084948174618,90.04063545402236
KE,212,112,100,2.476439790575916,456,365,91,3.750684931506849,0,0,156,11,16,20,30,145,41,36,1,0,0,70,0,94,65,35,112,0.340314136125654,2.476439790575916,-15.29315523918152,158.3003269733887,555.0408,255232399996,-14.698972000000001,157.8568337,725.9200000000001,92.70661996296795,106.562591030804,73.6850000079829,30.466829646070003,121.9719182252184,92.5435675216808,10.36899570401762
KG,16,0,16,0.0,39,34,5,4.725,4,2,3,2,3,0,5,2,1,2,5,10,0,5,0,10,1,7,8,0.2,0.8999999999999999,217.4801853845,336.66625682729995,5057.5464,182906599995,218.2113059,335.81088930000004,5926.27,241.6701165398382,41.92924588435349,78.38812566600703,21.13600593114241,74.94106560618135,9.724886399730394,16.882353263777425
KH,9,0,9,0.0,14,8,6,1.155555555555556,0,0,0,0,0,1,0,1,11,0,0,1,0,0,0,11,0,5,4,0.0,0.8,23.579600334167502,210.277000427247,57.3024,97982199998,23.093111999999998,209.688278,24.38,83.88551040598365,58.3928354584092,18.92321857923502,10.1912568306011,67.7431693989072,49.73041894353379,0.067012765957446
KP,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,39.224098,125.66999799999999,35.6616,47058099999,39.224061,125.67015,35.66,0.013724527186620001,11.5535822707954,9.65604098360658,4.19263456090653,16.7049180327869,6.69899817850638,4.17494252873563
KR,94451,13210,81241,32.7895069485143,241041,159391,81650,38.485100574560185,39781,31507,13561,12523,14019,14680,16397,16874,15907,20787,22210,22795,3731,21226,6306,23016,46515,25201,22735,2.6372056825224597,34.41133559246734,1760.3797464435886,6114.406572845295,2435.6567999999993,2262152129630,1760.5325125000004,6114.844537399998,3154.08,391.93088090778656,632.4978688815112,671.3501489114566,195.53516331496868,862.7225797325117,394.84826017634606,178.39928428533298
KW,412,6,406,0.048032894122045006,691,253,438,2.509074263557542,0,2,1,1,0,1,120,110,284,152,19,1,0,93,0,193,25,133,254,0.131296140547612,3.0738895717869648,146.2509994506477,238.50839996341338,562.9656,202887099995,146.5233088,237.9063476,702.1,69.88595566523043,122.44201221316669,49.199808460748315,44.33142094186087,159.04595081305973,86.9065945288691,1.5773397805647138
KZ,10493,3020,7473,3.7378496859175643,28438,16926,11512,3.328903870891669,3905,3489,2692,1110,2338,2643,2019,929,727,1337,3603,3646,11,2146,19,2376,1375,6321,2797,0.35496858426158806,1.604777801522029,357.38790151367186,529.141387885498,2871.5208000000002,293934399992,357.4872492,529.3935495999999,2894.97,27.56387826907485,88.53882340544044,78.47627733369482,55.942139728130776,136.3021183017456,35.62417518453286,0.064566058394161
LA,0,0,0,0.0,8,6,2,0.75,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,17.9883003235,102.56300354,171.9072,48940099999,17.988322,102.56325600000001,171.9,0.026808696059467996,27.590467516697,6.535456284153,3.2975409836065603,32.7836976320583,22.0253491196114,4.6318985074626795
LB,8965,140,8825,0.015637216575450003,13069,7285,5784,1.290599862100666,3264,719,0,0,129,336,399,731,1503,1911,1913,2164,0,1580,0,1687,51,7104,1810,0.005696414609628,0.20216687143974102,136.5422237722168,143.16749605493158,1225.296,160408399996,136.5875976,143.088389,956.51,48.65024415586134,66.33747557673439,42.166551705384194,16.68014140315438,82.8622970243181,50.96154144977085,8.449425454545455
LC,1400,6,1394,0.008579150135127,1887,1662,225,1.760131312369334,323,523,485,2,2,0,1,3,15,132,155,246,0,262,0,261,191,636,573,0.334000345006037,0.9414639756195731,27.7534,-121.94550000000001,10.9728,157895000811,27.767000000000003,-121.95,12.2,2.733539620003544,56.713484501735806,30.422006556609404,22.35406566718038,61.8494543303286,49.8265118137613,7.887561620242071
LK,8829,190,8639,0.021534625410858002,12042,5734,6308,1.388374204610816,4798,4344,2714,169,0,0,0,0,0,0,5,12,0,2308,0,2491,866,6215,1748,0.09815255582001599,0.36467188031281894,28.51153993606136,320.47630310054774,210.9216,173806399996,28.941515600000002,320.10491559999997,139.23,67.54992137120837,114.4614114694994,66.2689087721845,15.892485129841868,128.639784859573,98.5420125623955,20.79067812756903
LT,20726,4094,16632,19.724133951379503,22466,15063,7403,28.131253350235806,1382,760,1016,516,870,1795,3082,3857,3480,2551,1653,1504,88,1853,109,2727,33,5894,14799,0.010209708446552,30.764175618521744,1936.5163392538122,831.44493670874,2869.6920000000005,931147299965,1936.0562780999999,830.3316794000002,3172.15,670.9009292969988,334.43491255690543,430.1642068914419,232.06715003097452,466.9973061385609,184.84567172269516,52.19160083525429
LU,32454,942,31512,1.0491288902125129,37937,25832,12105,2.618142777983007,5207,5193,3764,1158,1431,2132,3484,3460,3329,3265,2709,2805,563,2586,594,2678,8235,4681,19538,0.25400987045033896,2.601603948180136,149.37303176389997,18.08778435941,1122.8832,19656299997,149.288983,17.827201,1340.5,61.54285980816755,31.883731317214377,43.99285289318066,23.443725405853222,43.4611456279994,19.69090667132436,4.61957703927492
LV,31624,3116,28508,12.752954956273864,35256,24325,10931,12.411224938163123,6063,5725,3644,356,727,1739,3340,3799,3396,2701,1840,1926,134,3265,137,3428,105,7658,23861,0.007531429704306999,14.46197164100746,853.0456600303663,358.2441576573664,722.0712000000001,396246499985,852.2008331000001,358.1632769000001,759.65,199.25152650851592,110.1715145271074,190.19170596024998,55.53029821047484,156.51878083367183,56.461312088800064,1.5581060070671398
LY,11,0,11,0.0,31,18,13,0.580645161290323,0,0,0,0,0,5,5,20,1,0,0,0,0,8,0,12,0,10,1,0.0,0.09090909090909101,32.894100189209,13.2760000228882,10.9728,62011099999,32.15,13.0,728.0,86.6923435265419,15.8582375478927,9.47956896551724,8.764655172413791,19.2011494252873,10.4918582375479,2.84301754385965
MA,18104,1688,16416,7.136218228511152,27347,19476,7871,11.618521954361004,3737,3847,2064,253,399,758,1797,2360,2309,2876,2826,4121,125,2901,84,2747,1624,11742,4738,0.8278418187726,9.025609518868178,613.5875860979193,-102.29966534805862,5775.959999999999,1082939799982,614.1361348,-102.51485459999998,4716.0,182.56354141331664,333.7300734766996,168.06168906193528,113.90481004951671,441.0645314566171,226.10021264853117,14.925369847102328
MD,2,0,2,0.0,3,3,0,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,1,0.0,0.5,46.9277000427246,28.9309997558594,121.6152,33838799999,46.927744,28.930978000000003,121.61,0.005159485241939,12.7970552519733,9.44577322404374,6.79972677595629,18.1912568306011,7.002739726027401,0.0
ME,90,4,86,0.161585365853659,101,92,9,1.903225806451613,0,0,0,0,0,1,98,0,1,1,0,0,0,54,0,44,1,32,57,0.012195121951219998,1.259146341463415,84.7641032329102,37.9752009338379,49.0728,26919199998,84.7713306,37.973286,39.09,0.8270512001836711,32.2748937462053,22.0635983606557,7.85573770491804,43.3196721311475,19.96296296296297,7.20708410809193
MK,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,167.935214,86.55351700000001,1298.4479999999999,54350399996,167.8399106,86.492762,1633.08,42.84917510794993,51.762999292587196,46.43623056020975,18.175700693926068,75.83862673227921,28.294570722527126,5.31305266905771
ML,115,4,111,0.034782608695652,294,185,109,0.629251700680272,257,37,0,0,0,0,0,0,0,0,0,0,0,40,0,217,14,41,60,0.121739130434783,0.5217391304347829,25.6834996185303,-16.28294018310547,719.9376,122582199998,25.067088000000002,-15.899888,760.16,80.15022963154871,56.1284153005464,19.24961748633882,11.22786885245902,70.07862780813579,42.224043715847,6.068734463276839
MO,6663,508,6155,0.076241933063185,21802,13538,8264,0.6209522062196129,5703,1317,976,605,1224,2404,2533,2122,1543,1113,1062,1200,146,2621,325,3082,219,2091,4353,0.032868077442594,0.653309320126069,22.149599,113.592003,6.096,45011099999,22.149556,113.591558,6.09,0.04607893087750901,24.013357619915,9.64196448087432,9.33114754098361,26.5631451123255,20.9905889496053,4.6309890710382495
MQ,7,0,7,0.0,23,13,10,0.565217391304348,4,10,5,0,0,0,0,0,1,0,0,3,0,0,0,10,1,0,6,0.14285714285714302,0.857142857142857,14.5909996032715,-61.003200531005895,4.8768,78925000404,14.6,-61.0,7.0,1.05840006326954,25.692167577413503,11.064131147541001,8.52978142076504,30.8813689379987,20.802880658436198,2.21549466192171
MR,37,2,35,0.054054054054054,49,11,38,0.224489795918367,0,20,19,7,1,2,0,0,0,0,0,0,0,12,0,10,2,15,20,0.054054054054054,0.540540540540541,18.31,-15.969722199999998,2.7432,61442099999,18.097856,-15.947956,2.13,23.701149002540497,26.174012855831,6.316188732394361,10.6090909090909,32.9207223752678,21.0561677379859,0.102725761772853
MT,18731,1862,16869,0.09940739949815801,22331,16399,5932,0.734360306300658,3206,3366,2115,392,485,637,2040,3047,2372,2035,1407,1229,185,1562,207,1804,86,12545,6100,0.00459131920346,0.32566333885003496,35.857498,14.4775,91.44,16597099999,35.857496999999995,14.4775,91.44,0.000111195081381,19.4265330904675,10.135961748633902,8.6224043715847,23.396326654523396,15.8463873709775,0.5498681318681321
MX,24806,7944,16862,8.424002326451154,83090,54419,28671,15.86378223611815,6563,7460,4774,1292,1209,2969,4422,4792,7034,10826,10665,21084,448,10108,631,14167,2061,15736,7009,0.41054974162806196,13.701647265640318,797.2602149685007,-3321.2993240903397,24064.874399999997,2433003506544,797.6541381999998,-3318.5911212999995,24737.390000000007,830.5209989444403,726.8892975797999,424.7913135583905,195.89601584704764,916.7912051357513,509.98206102139864,11.558799678437946
MY,82553,39782,42771,27.041867848054526,183051,126313,56738,32.13441964393167,46200,41987,23382,3221,4363,5453,10086,11307,13109,7612,5847,10484,1572,22353,1620,24186,11011,40973,30569,0.5684308922498129,29.281146350369923,177.67369033687874,4503.252018815884,2902.3056,2855414199958,178.59485829999997,4497.224229699999,4886.829999999999,1510.5123470853616,1142.9337898762521,397.72417782458706,150.20137766993736,1318.083331032395,995.3395255952529,258.03188430546925
MZ,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-19.796400070190398,34.907600402831996,10.0584,67297099999,-19.796419,34.907556,10.05,0.005100205202168,24.9279778393352,11.7069361111111,8.32277777777779,28.855032317636198,20.9876885195445,4.11248433048433
NA_,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-28.5847,16.446699,4.2672,68403099999,-28.575001,16.533333,29.87,8.527941658710072,16.9031791907514,0.0,8.37023121387283,24.030507385998696,12.4698137443802,0.07414450867052
NI,827,52,775,7.161386449184442,1301,1035,266,8.591962174940898,0,0,0,0,0,0,0,0,180,291,357,473,0,226,0,251,2,636,189,0.126254705144291,7.580771643663739,110.79080104827878,-773.7542648315429,2155.5456,708629899991,110.3078153,-772.404534,2470.3900000000003,202.5153352905945,242.6641087119383,84.45736603388589,48.85974319089278,276.0689190296718,203.5676331666129,0.0
NL,221726,36204,185522,22.067838440856576,269795,211671,58124,25.084726511922963,34843,34974,27299,6714,10607,14049,23263,29249,27900,23736,18606,18555,2886,20411,3192,19537,35351,37456,148919,0.572307380503186,26.23006083662879,1462.5495066768324,155.60082526215373,466.34400000000005,176438799972,1462.9248899000002,155.55758210000002,492.71000000000004,226.46306965251213,322.98261804359913,315.95755755670336,248.63908029652808,434.75392868727727,198.07277906696277,58.027228390728084
NO,154312,101796,52516,43.89085215533641,230456,175369,55087,40.39089916842824,25579,26428,21039,8517,10696,13493,19547,22771,24570,21715,18909,17192,3513,17150,3782,17423,2340,8831,143141,0.061278699682658005,47.32028955152323,3598.511712142024,599.6657329524347,9988.295999999998,76264499942,3598.843291899999,599.6711728,10352.919999999998,393.59410996085774,403.5306440700968,285.12771065807704,406.9103029359821,603.6738832453093,187.75181204114182,94.60132854195788
NP,1893,174,1719,4.012566411096618,2880,1610,1270,7.365436394809727,1111,766,590,1,2,0,0,0,0,107,175,128,0,613,0,653,32,1293,568,0.075048515890943,4.2256545668564875,307.79190431542975,921.5341589951171,10460.1264,488794099989,308.05445100000003,920.3172407,9095.619999999999,404.67626621408243,215.98059770864973,89.0097353439098,32.93233299934127,279.59741522323344,145.6781087731667,41.785264581777
NZ,215242,194384,20858,98.18494445663767,295143,244667,50476,89.20678682761685,31184,36781,30963,3502,10343,18559,25859,18889,23416,31919,29544,34184,1240,20567,1186,25060,7633,13225,194384,0.218043060524208,98.18494445663767,-4301.445800526019,18591.54098476908,15689.275199999995,9994961699893,-4301.980463300001,18590.0344368,13365.899999999998,3587.4370429751966,1403.612969455289,1270.4015829487607,876.8385156851215,1905.072841512445,879.7371070843523,260.34698182564284
OM,9,0,9,0.0,218,206,12,2.380392156862745,26,27,23,8,13,8,10,12,8,23,20,40,0,12,8,32,0,0,9,0.0,3.0,98.3914503927002,226.93513352587888,346.86240000000004,164986399996,98.50994450000002,226.96777729999997,319.63,15.34959878361265,116.0889965316112,23.623450819672158,23.37171625711943,134.22838303880752,98.7431388532002,1.576456057515176
PA,4921,1194,3727,7.568121952193225,6245,4931,1314,10.232150859384456,0,0,0,0,0,0,0,0,0,341,2311,3593,0,1325,0,2285,469,2271,2181,0.214916671461985,8.28346744186453,95.53545939636281,-876.1521076498934,320.3448000000001,865915799989,96.66945580000001,-876.7671452,3633.2799999999997,435.82763117225204,303.69076097955906,106.66755874316935,60.14986048133936,340.74197881368826,267.9617486338808,0.0
PE,16396,5536,10860,12.448739809104005,47488,32921,14567,15.73332368107131,9141,13532,5838,767,776,795,1355,1632,1518,2231,4721,5182,348,6734,361,7565,3099,7761,5536,0.6998739365782319,12.448739809104005,-269.12436676231493,-2378.9307707176113,26650.797599999998,2619975099969,-264.06999600000006,-2378.0080229999994,25198.24,1775.2454031358666,718.4095186790145,289.6936968597578,182.22482342339808,831.8931564209121,574.7194950430522,47.99579846482404
PF,3889,2650,1239,13.167521835064816,9697,7955,1742,13.429403261929176,1579,1543,1130,133,108,102,39,850,1078,1297,1193,645,18,788,20,915,1090,149,2650,0.775081824032362,13.167521835064816,-223.49559870550544,-2074.252286685546,48.76800000000001,1287150399986,-222.0187497,-2066.7695131,34.599999999999994,2284.010365269672,384.72439114888994,120.632693346191,109.22222901884028,421.6237333873039,352.7084902953755,30.2280819672131
PH,37206,3896,33310,11.956860080526557,103747,65933,37814,15.40914638246271,22508,23470,13040,1813,2493,4310,5180,4801,5542,5996,6542,8052,756,11508,868,12249,8621,14328,14257,0.8626778127453341,12.90630809649528,307.4495834702357,2416.335271075532,2210.1047999999996,1967265882444,307.25763750000004,2417.0519702,3554.7699999999995,437.3156517809682,539.9949019180575,260.32339788490196,97.46933071207718,623.8385458272754,464.50404900199976,119.65669564941659
PK,1829,14,1815,1.237767528404251,2976,2002,974,8.73253178257188,491,688,278,3,0,0,3,207,281,381,329,315,0,334,0,367,3,1812,14,0.073170731707317,1.237767528404251,562.7267588754755,1351.840293377479,3614.6232,791970899981,562.5622878999998,1352.6561747,5069.5,533.4600072118559,477.56133221830385,67.36214801480551,61.912687292898454,581.3860584697059,379.268917631179,40.97200209112828
PL,167377,59468,107909,77.56460103173713,196567,142143,54424,89.41181720931145,26279,26546,15847,3838,5712,8605,20981,25397,23072,18237,11489,10564,1141,16134,1336,17837,2457,35556,129364,0.211138977204178,96.93128826598969,5412.433810133548,2005.6425821380897,15720.9744,1285195699896,5413.313859899999,2006.9458190000003,17578.28,1575.474358392701,1031.9237571238027,1653.6871187777974,684.6241132519052,1503.6475836012542,546.0599210351155,154.5659766768674
PM,35,0,35,0.0,41,40,1,0.975609756097561,7,18,13,3,0,0,0,0,0,0,0,0,0,8,0,10,0,0,35,0.0,1.0,93.8584022521523,-112.55339813232229,11.2776,143610199998,93.525328,-112.35106200000001,16.44,40.33056698103061,12.678809957498482,40.6071912568306,27.112568306011,18.93472981177898,7.70248937462054,6.69977049180328
PR,41076,5744,35332,9.579359016346457,49557,32953,16604,10.531141556961455,5759,5679,5754,1104,25,2992,4514,3923,3867,4335,5371,6234,9,4310,7,6454,341,34346,6389,0.17546682744806902,10.536167828958792,309.90559217071507,-1128.4547225829579,1017.4224,1568402858590,309.3057366,-1128.1912699,226.2,230.91316396770395,461.88001171528595,92.8568293355419,85.41437424860999,511.349634190689,412.8316891896429,12.02472470322217
PT,147802,37878,109924,26.302257366142822,165954,126937,39017,30.877846969911186,23162,24781,16412,1496,2681,5113,14236,20877,18185,16486,11092,11433,674,15784,706,17274,6308,87577,53917,0.456689545882518,27.544080521218646,1412.6221274029308,-353.43651582895467,5601.004799999999,307121899964,1412.2244447,-356.2180247,6142.399999999999,623.0321359790767,600.4061241055679,324.9315232332858,239.90742183393223,745.2339378763813,453.70094108114273,57.914735079877204
PY,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-75.5546743814697,-167.6747945258789,410.2608,258631599997,-75.7499999,-168.3996666,572.0,83.34430097479898,69.8380860772016,50.328887864298906,9.82115831721141,91.59946980346349,51.35310310735001,9.48411632196651
QA,100101,23500,76601,2.477871343943463,150083,79668,70415,3.132789181621822,20059,19510,15213,6634,7102,8017,10546,9817,12047,13432,13851,13855,2860,10518,2900,11354,49896,25853,24352,0.964026039049068,2.5404830012258173,101.2810580336,205.9948556267,57.302400000000006,164681199996,100.90623360000001,206.045101,64.89999999999999,42.474532505528316,114.0562246841496,38.65316418145076,31.238910846620257,135.3451676356346,95.28203084063192,1.250292760789959
RO,33715,4360,29355,13.28422335906087,44122,28944,15178,18.401161137862783,2675,2981,5414,957,1043,2312,5100,6347,5246,5121,3689,3237,441,3592,495,4019,237,18171,15307,0.08082261713530099,18.54822673802012,1094.855431476514,600.5739208403317,3535.68,365802399976,1095.1628721,599.9911193,4724.299999999999,76.9471633758202,294.64382353278137,223.3096601592807,142.81652617607,430.18844877790065,155.87633543730104,29.51584935486831
RS,15451,376,15075,5.363934260682236,19498,14220,5278,11.295503711246743,1952,2418,1916,200,527,1395,2250,1860,1719,2239,1553,1469,93,1342,99,1544,196,5400,9855,0.055077687587442,11.706698790237336,713.7683205367001,330.08533279739993,1843.7352,212313599984,713.7399504,329.98776169999996,2067.27,156.16142339248066,202.59395871281117,227.35829155013,76.0841889590979,295.1763812993319,115.11596842744389,25.474950819672138
RU,230852,137662,93190,55.96530092082502,550612,337016,213596,48.50107858956479,67858,63036,60061,12087,14867,29424,46575,58345,58781,51379,42389,45810,5007,38293,4718,43868,9820,98210,122822,1.8023051678292583,39.743772196482624,5370.079133006771,4880.932964160829,13253.923199999996,2779478599903,5367.0668014,4875.650841099999,15071.429999999997,1856.2172001906004,437.22245771265807,1283.8671192492552,631.7194907631832,818.5554030657106,4.416968774014163,101.6298602575079
SA,34659,16418,18241,16.569882313573697,78265,47067,31198,17.387072752902426,14912,14945,10113,2552,2561,6290,5839,4515,4744,4574,3485,3735,480,8538,614,9423,3153,5559,25947,1.1698356357474728,19.884086295044565,639.0004530835432,1220.7701354389033,5907.9384,1012752799975,645.6520148999998,1218.1725278999997,6547.599999999999,1612.4996263650016,684.2865792352308,202.82759459630174,181.19543793443927,845.5542718704069,523.7657933921853,2.4724997772897765
SE,138681,63348,75333,94.22207908417616,169407,123701,45706,94.16493570962064,25998,27741,21402,6290,6857,9423,11694,14116,13159,13030,10614,9083,1845,15923,2086,16574,2900,20699,115082,0.150381951840737,112.19846315825342,7374.8044892591215,1899.94336343582,8599.627199999995,308780899876,7374.215078600003,1901.0746505000004,13824.459999999995,1913.5471915773678,989.409764600379,2598.4868588854574,862.4588541143671,1477.889888306732,438.6095889774293,143.22184258328596
SG,74739,2824,71915,1.167644470071864,116849,66931,49918,3.9164194764612406,29777,25884,12744,3430,3667,4732,5115,5542,5694,6013,6675,7576,1653,14352,920,20121,29164,32252,13323,1.7777166261096529,2.50539147441369,8.28421993679049,623.3030087379681,85.6488,292187599994,8.311645,623.501355,66.12,25.979634989719482,168.81086824529427,58.57232786885248,29.640983606557377,189.4811778992101,152.62204007285948,10.166939890710381
SI,11721,4798,6923,12.34406557335673,13928,11347,2581,14.931378754340017,1362,1421,1023,483,795,1451,1578,1699,1688,1085,771,572,182,1050,199,1202,24,374,11323,0.029037751464222,15.880829990791256,738.3768964536296,237.2499619940648,4001.4144000000006,225807099984,738.740065,236.858378,5276.64,127.69724060281165,178.2161894602887,320.83295229807624,59.289526672552725,267.6712001192577,90.65157395731167,41.22603353283344
SK,13052,5216,7836,17.968841862722257,15377,11398,3979,26.17908612905049,1541,1827,1056,907,938,1015,1343,2005,1696,1228,945,876,250,1176,271,1358,29,2106,10917,0.044345840543095996,27.835645805723015,1412.83415092604,553.0628133020491,7949.183999999999,344423299971,1412.6525086,553.9802505000001,10997.32,363.56749098649186,278.259028999825,514.8234237288139,188.44915340794984,417.8179212272127,135.70073036208376,50.05135295644313
SN,4209,890,3319,5.258586989953752,6649,3861,2788,7.358832722761847,1878,1776,1228,310,368,538,551,0,0,0,0,0,0,882,0,1062,1476,1423,1310,0.49418219675657493,5.487111403794337,111.19363145416258,-128.7290313148803,222.80880000000005,493338799992,111.2630253,-129.1426157,160.23,48.87847957275656,222.2115968427443,76.38878142076516,47.52513661202186,271.3832726168789,180.9558287795991,25.929519279695672
SR,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.8110800000000005,-55.190701000000004,3.048,81200099999,5.811083,-55.190743999999995,10.0,0.004768500045089,28.3330185709789,11.2946288951841,5.351558073654389,31.702234812716398,24.446333018571,3.7695909090909
SY,15,0,15,0.0,35,10,25,1.804347826086957,1,0,0,1,3,1,2,2,7,7,7,4,0,4,0,11,0,13,2,0.0,1.0,308.7444982910156,330.12510669555667,4953.304800000001,360690899991,308.5815516,328.8521433,4330.200000000001,343.07255640175964,174.86222398192842,103.99594134406595,63.42515348993278,238.0705997771313,113.73440130445871,5.826957438308008
TC,1641,992,649,5.869470924264739,2197,2106,91,6.8197222343261945,0,0,0,0,0,174,523,184,690,626,0,0,0,317,0,428,38,215,1388,0.032646048109966,6.560937653411879,151.6549159807162,-502.40831654300007,19.812,549323099993,151.44449999999998,-502.513544,48.28,200.52536683160943,194.7454169933678,69.32112169214959,56.93164877977074,205.10038936854508,180.056543084476,0.0
TH,47749,2290,45459,8.933506650900789,149589,92315,57274,10.445684549574281,46076,42801,29329,3592,2324,2060,3960,6975,6033,310,2373,3756,0,21700,115,25755,14065,27951,5733,1.107584224812022,9.25383540831604,212.03818635232838,1517.756847564387,550.164,726526999985,211.64381580000003,1517.6019872,684.72,111.52522673287632,429.6105039465697,137.5437076502734,50.6346994535519,503.6693989071035,363.49681238615676,53.77759037091893
TN,832,4,828,0.478635463965537,970,624,346,3.432799930045471,0,148,58,10,22,40,149,204,82,127,130,0,0,60,0,148,6,502,324,0.007334963325183,1.401880312027011,251.244628064209,72.62166611041269,80.772,425134999993,251.3818863,72.90037530000001,59.92,30.108349036169685,139.5945658773527,67.34932906561907,54.41120218579236,174.5500910746813,106.5343047965998,6.35732823563694
TR,158327,52738,105589,27.06257020607115,322963,205222,117741,30.931061088339867,40793,36230,24197,3608,4547,12734,25543,41164,43034,38671,31154,21288,1105,22629,1499,36268,7131,84834,66362,0.392497033785116,28.345290600255947,1835.4908941824908,1452.2463551917472,18133.466400000005,807012833262,1835.4496446999997,1452.4656461,18113.32,144.72366017586097,763.09971923928,524.9930820747903,281.70009847400286,1016.1002896113388,472.6185055533188,51.396223010506205
TT,18,12,6,1.416666666666666,27,23,4,1.69047619047619,2,1,0,0,0,0,0,0,2,20,2,0,0,12,0,8,0,2,16,0.0,1.833333333333333,21.7451000213623,-122.16939926147461,29.2608,157931312044,21.733330000000002,-122.18299999999999,24.4,2.032222814415842,54.4738203957381,24.4658246575343,12.14712328767124,63.7703196347031,47.4117199391172,7.248100105374081
TW,113728,35790,77938,16.32420775220636,199809,135716,64093,17.425306024952665,31267,23234,14041,10417,11716,13029,17099,16744,13742,16242,15350,16928,4514,16892,4677,19258,24185,29896,59647,0.924724294671543,17.890514674063176,523.7577351527531,2650.7600189402174,1007.6688000000001,1165669499978,522.7149975999998,2649.2617066,845.1100000000001,633.1496879316552,538.5733679704632,279.49638274551114,146.9651940391996,622.6942436065913,473.7489590256949,23.74847214400594
UA,40794,3486,37308,7.567315308350281,59382,39592,19790,14.108529792472522,6794,6653,4271,491,1049,1410,4691,6670,6998,8780,5755,5820,213,5030,236,6181,417,18883,21494,0.11040359479889902,13.877188689226855,1074.2459848400879,670.224801191162,3788.664,739811899978,1073.4650066,671.1891203999999,4159.3099999999995,403.0268181203226,243.65725561627215,216.05767843631807,143.1671396694143,349.8641343015986,131.82536034799674,29.80718661612925
US,18759147,18296284,462863,9920.887403098724,21639571,17170917,4468654,8408.360850266914,2167620,2227977,1964315,988545,1275982,1599309,1908104,1990867,1860176,1968099,1851157,1837420,378518,1446455,387353,1645502,298191,3694232,14766724,17.027481628918608,9518.031254531026,422547.9612484396,-1026455.7245944123,3589412.582399992,820884342358534,422529.4252001962,-1026427.0089802046,3468689.430000041,232268.90887324346,154274.40047087334,152631.681748103,65221.20918439856,227566.0970041335,91662.9915346287,20179.140875036264
